12846748,d,,HR,Comuna Suseni,4367701,13729380
12846756,d,,HR,Comuna Tusnad,4245941,13729380
12846764,d,,HR,Comuna Siculeni,4246270,13729380
12848633,d,,AB,Comuna Miraslau,4562214,13729380
12848676,d,,AB,Comuna Radesti,4562281,13729380
12848706,d,,AB,Comuna Scarisoara,4562451,13729380
12848730,f,,AB,Comuna Albac,4562362,13729380
12850099,a,,MH,Municipiul Drobeta Turnu Severin,13729380
12857518,d,,AB,Comuna Ciugud,4562516,13729380
12857526,d,,AB,Comuna Cergau,4562010,13729380
12857534,d,,AB,Comuna Rosia de Secas,4562060,13729380
12857542,d,,AB,Municipiul Blaj,4563007,13729380
12857569,d,,AB,Comuna Avram Iancu,4905550,13729380
12864493,d,,AB,Comuna Berghin,4562257,13729380
12864566,d,,AB,Comuna Pianu,4561952,13729380
12864612,d,,AB,Comuna Santimbru,4562095,13729380
12864647,d,,AB,Comuna Noslac,4562370,13729380
12864680,d,,AB,Municipiul Sebes,4331201,13729380
12877752,d,,AB,Comuna Sancel,13729380,4562141
12877760,d,,AB,Comuna Valea Lunga,4562176,13729380
12877779,d,,AB,Comuna Sasciori,4562109,13729380
12878960,d,,AB,Comuna Sohodol,13729380,4562168
12882414,d,,HR,Comuna Mihaileni,4246254,13729380
12882430,d,,HR,Comuna Ciucsangeorgiu,4246114,13729380
12882449,d,,HR,Comuna Ciucsingeorgiu,4246114,13729380
12884148,d,,AB,Comuna Unirea,4562087,13729380
12899076,d,,AB,Comuna Cenade,13729380,4562028
12899092,d,,AB,Comuna Sona,4562036,13729380
12904121,f,,TM,Municipiul Timisoara,13729380,14756536
12908280,f,,CS,Municipiul Resita,3228764,13729380
12908301,f,,CS,Municipiul Resita,13729380,3228764
12913057,f,,TM,Comuna Lovrin,4914116,13729380
12913065,f,,TM,Orasul Deta,2503378,13729380
12917164,d,,AB,Comuna Garbova,4562044,13729380
12917180,d,,AB,Comuna Dostat,13729380,4562265
12941499,a,,HD,Municipiul Deva,13729380
12979825,1,,B,Sectorul 3 al Municipiului Bucuresti,26369185
12984708,f,,HD,Orasul Uricani,4634647,13729380
13024745,f,,VL,Comuna Gradistea,13729380,2541320
13124612,d,,BH,Comuna Capalna,13729380,5543628
13192455,a,,BZ,Municipiul Buzau,13729380
13313425,f,,CT,Municipiul Constanta,4785631,13729380
13323054,f,,IS,Municipiul Pascani,4541360,13729380
13344170,f,,CT,Municipiul Constanta,13729380,4785631
13378858,d,,HR,Comuna Varsag,4367752,13729380
13378882,d,,HR,Comuna Lupeni,13729380,4368049
13378904,d,,HR,Comuna Avramesti,4367892,13729380
13378947,f,,HR,Municipiul Toplita,4245178,13729380
13398707,d,,HR,Comuna Praid,4368103,13729380
13398723,d,,HR,Comuna Porumbeni,16367675,13729380
13398731,d,,HR,Orasul Cristuru Secuiesc,4367647,13729380
13398740,d,,HR,Comuna Sacel,4367663,13729380
13398758,d,,HR,Comuna Secuieni,4367671,13729380
13407333,7,1,VS,Orasul Negresti
13446448,d,,HR,Comuna Galautas,13729380,4367981
13505196,f,,IL,Municipiul Fetesti,4365077,13729380
13533110,d,,IL,Municipiul Slobozia,13729380,4365352
13574005,l,,B,Sectorul 2 al Municipiului Bucuresti,4266669
13582067,f,,IS,Municipiul Iasi,13729380,4541580
13602539,d,,IF,Comuna Petrachioaia,4420716,13729380
13602547,d,,IF,Orasul Pantelimon,13729380,4420759
13602563,d,,IF,Comuna Ciolpani,13729380,4434037
13602571,d,,IF,Comuna Ganeasa,4364411,13729380
13613848,d,,IF,Comuna Cernica,4420740,13729380
13613856,f,,IF,Comuna Clinceni,13729380,6506628
13616780,d,,IF,Comuna Dobroesti,13729380,4283503
13622099,d,,IF,Comuna Mogosoaia,13729380,4420830
13624359,b,,B,Sectorul 3 al Municipiului Bucuresti,4204291
13624596,f,,DB,Orasul Pucioasa,4280302,13729380
13625940,d,,TL,Orasul Babadag,4508533,13729380
13629763,f,,GL,Municipiul Galati,3814810,13729380
13629771,d,,GL,Municipiul Galati,3814810,13729380
13629780,d,,GL,Municipiul Tecuci,13729380,4269312
13630024,f,,IS,Municipiul Iasi,4541580,13729380
13632106,f,,DB,Municipiul Targoviste,13729380,4279944
13633330,4,,B,Sectorul 1 al Municipiului Bucuresti
13633837,d,,GL,Comuna Rediu,3126870,13729380
13633853,f,,GL,Municipiul Tecuci,4269312,13729380
13633896,d,,GL,Comuna Draganesti,3264597,13729380
13634174,d,,IF,Comuna Nuci,13729380,4611546
13634182,f,,IF,Comuna Peris,4611554,13729380
13634190,d,,IF,Comuna 1 Decembrie,13729380,4505588
13645645,d,,IF,Orasul Chitila,13729380,4420848
13645653,d,,IF,Comuna Gradistea,4420813,13729380
13646705,d,,CV,Comuna Bodoc,4404621,13729380
13646713,d,,CV,Municipiul Sfantu Gheorghe,4404605,13729380
13646748,d,,CV,Comuna Micfalau,16410805,13729380
13646756,d,,CV,Comuna Borosneu Mare,13729380,4201970
13647867,d,,CV,Comuna Catalina,4201783,13729380
13647883,d,,CV,Comuna Reci,13729380,4404311
13647891,d,,CV,Comuna Belin,4404567,13729380
13650684,d,,CV,Comuna Haghig,4404583,13729380
13650692,d,,CV,Comuna Valcele,13729380,4404591
13650722,d,,CV,Comuna Valea-Crisului,13729380,4202207
13650757,d,,CV,Comuna Dobarlau,4404575,13729380
13652103,d,,CV,Comuna Bradut,13729380,4404400
13652111,d,,CV,Comuna Batani,13729380,4202177
13653079,d,,CV,Comuna Zagon,13729380,4404486
13653095,d,,CV,Comuna Bretcu,13729380,4201864
13653109,d,,CV,Comuna Zabala,13729380,4201848
13653117,d,,CV,Comuna Brates,13729380,4404656
13659845,d,,CV,Comuna Ghelinta,13729380,4201945
13671644,d,,CV,Comuna Sita Buzaului,13729380,4404460
13671652,d,,CV,Comuna Barcani,13729380,4404710
13700979,e,,MS,Municipiul Tirgu Mures,4266456
13708611,e,,CJ,Municipiul Cluj-Napoca,4266456
13713243,e,,TM,Municipiul Timisoara,4266456
13727281,d,,SV,Comuna Fratautii Noi,4326990,13729380
13729380,4,,B,Sectorul 1 al Municipiului Bucuresti
13752374,e,,IS,Municipiul Iasi,4266456
13765102,f,,BN,Comuna Caianu Mic,13729380,4512364
13845090,a,,GL,Municipiul Galati,13729380
13862032,a,,MM,Municipiul Baia Mare,13729380
13895110,a,,VL,Municipiul Ramnicu Valcea,13729380
13896256,a,,TR,Municipiul Alexandria,13729380
14056222,m,,SV,Municipiul Suceava,13729380
14076580,f,,HR,Municipiul Odorheiu Secuiesc,4367558,13729380
14079595,d,,SV,Comuna Stroiesti,13729380,4244288
14079609,f,,SV,Orasul Liteni,13729380,4244229
14079617,d,,SV,Comuna Patrauti,4244318,13729380
14079625,d,,SV,Comuna Moara,4441026,13729380
14079641,d,,SV,Comuna Dolhesti,13729380,5506727
14079668,d,,SV,Comuna Dornesti,13729380,4441263
14084656,d,,IF,Comuna Dascalu,13729380,4420783
14087083,i,,NT,Comuna Petricani,13729380,2614210
14087121,d,,NT,Comuna Romani,2612995,13729380
14094536,d,,SV,Comuna Satu Mare,4327057,13729380
14095094,d,,IF,Comuna Tunari,13729380,4505618
14095116,d,,IF,Comuna Gruiu,5026273,13729380
14095159,d,,IF,Comuna Stefanesti de Jos,13729380,4420775
14101471,d,,VN,Comuna Maicanesti,4297770,13729380
14102221,d,,SV,Comuna Valea Moldovei,4326957,13729380
14110550,d,,SV,Comuna Cacica,13729380,4441174
14117575,d,,SV,Comuna Bosanci,13729380,4244156
14117591,d,,SV,Orasul Salcea,4244180,13729380
14117648,d,,SV,Comuna Putna,4441379,13729380
14118481,f,,IF,Comuna Vidra,4505570,13729380
14124203,f,,SV,Orasul Cajvana,4441166,13729380
14124246,d,,SV,Comuna Cornu Luncii,4441573,13729380
14124254,d,,SV,Comuna Preutesti,13729380,5645490
14129634,d,,SV,Comuna Mitocu Dragomirnei,13729380,4441018
14131529,d,,IL,Municipiul Fetesti,13729380,4365077
14131545,d,,IL,Comuna Manasia,13729380,4365093
14133783,y,,MM,Municipiul Baia Mare,3627315,13729380
14136755,f,,IF,Orasul Otopeni,13729380,4364446
14136771,d,,IF,Comuna Corbeanca,4611538,13729380
14143957,f,,NT,Comuna Vinatori Neamt,2614279,13729380
14152491,f,,SV,Orasul Dolhasca,5461609,13729380
14152505,d,,SV,Comuna Vulturesti,13729380,4326868
14152980,d,,IS,Comuna Siretel,4541386,13729380
14152998,d,,IS,Comuna Motca,4541351,13729380
14153004,i,,IS,Comuna Lespezi,4541319,13729380
14153063,d,,IS,Comuna Ruginoasa,4541378,13729380
14153080,d,,IS,Comuna Valea Seaca,4981271,13729380
14153128,d,,IS,Comuna Mircesti,4541327,13729380
14153136,f,,IS,Comuna Halaucesti,4541297,13729380
14157383,d,,IS,Comuna Helesteni,4541300,13729380
14157391,d,,IS,Comuna Miroslovesti,4541335,13729380
14157405,d,,IS,Comuna Cristesti,13729380,4541289
14172979,d,,BR,Comuna Dudesti,4342766,13729380
14176741,f,,IF,Orasul Popesti - Leordeni,13729380,4505596
14182727,f,,BR,Orasul Insuratei,4721220,13729380
14206842,v,,BV,Municipiul Brasov,4384206
14207090,f,,BZ,Municipiul Rimnicu Sarat,2406871,13729380
14236924,d,,NT,Comuna Borlesti,2612898,13729380
14253941,d,,BT,Comuna Tudora,3672030,13729380
14296586,d,,BR,Comuna Rosiori,4342774,13729380
14316390,d,,BR,Comuna Chiscani,13729380,4342669
14348553,d,,BR,Comuna Gropeni,4874755,13729380
14351052,f,,MM,Municipiul Baia Mare,13729380,3627692
14392133,d,,BR,Comuna Tichilesti,13729380,4342677
14413015,d,,BR,Comuna Romanu,4342693,13729380
14511714,d,,DJ,Comuna Afumati,5001953,13729380
14539910,d,,MM,Comuna Baita de sub Codru,3627161,13729380
14555281,f,,BN,Comuna Maieru,4512305,13729380
14596052,2,1,HR,Comuna Madaras
14597953,2,1,HR,Comuna Cozmeni
14625930,d,,DJ,Comuna Cotofenii din Dos,13729380,4553593
14647830,d,,HR,Comuna Cozmeni,14597953,13729380
14670850,2,1,BV,Comuna Sinca Noua
14706767,d,,DJ,Comuna Carpen,4553313,13729380
14728757,v,,MM,Municipiul Baia Mare,3627692
14754500,d,,SJ,Comuna Pericei,13729380,4495018
14756536,5,1,TM,Municipiul Timisoara
14813046,2,1,MM,Comuna Sieu
14835931,p,,BT,Municipiul Botosani,3372882
14838148,1,,B,Sectorul 1 al Municipiului Bucuresti,4364748
14850370,2,1,SV,Comuna Iaslovat
14866024,2,1,CJ,Comuna Negreni
14872808,d,,MS,Comuna Ideciu de Jos,4591449,13729380
14874973,f,,BH,Comuna Bratca,4738400,13729380
14889001,2,1,SV,Comuna Comanesti
14889931,f,,MM,Municipiul Sighetu Marmatiei,3695174,13729380
14932420,2,1,DB,Comuna Vulcana Pandele
14942091,1,,B,Sectorul 3 al Municipiului Bucuresti,4265841
14953600,2,1,SV,Comuna Ciocanesti
14970806,i,,BR,Comuna Ciresu,4342804,13729380
14981473,2,1,SM,Comuna Camin
14989140,p,,B,Sectorul 2 al Municipiului Bucuresti,4192545
14992545,d,,DJ,Comuna Vela,4553232,13729380
14992553,d,,DJ,Comuna Celaru,5046629,13729380
14992936,2,1,SJ,Comuna Simisna
14998033,d,,DJ,Comuna Scaesti,4554165,13729380
14998041,d,,DJ,Comuna Podari,4553399,13729380
15001551,d,,DJ,Comuna Lipov,4553704,13729380
15001560,d,,DJ,Comuna Amarastii de Sus,5001902,13729380
15001578,d,,DJ,Comuna Radovan,5077617,13729380
15001594,d,,DJ,Comuna Ghercesti,5046718,13729380
15001608,d,,DJ,Comuna Negoi,4553780,13729380
15001616,d,,DJ,Comuna Calopar,4554181,13729380
15001624,d,,DJ,Comuna Macesu de Sus,5002037,13729380
15006095,d,,DJ,Comuna Cerat,5046742,13729380
15006109,d,,DJ,Comuna Dobresti,4829975,13729380
15006265,d,,DJ,Comuna Sadova,4553437,13729380
15013408,d,,DJ,Comuna Bratovoesti,5046688,13729380
15013416,d,,DJ,Comuna Sopot,4553461,13729380
15013432,d,,DJ,Comuna Seaca de Camp,5002061,13729380
15050988,2,1,BN,Comuna Dumitrita
15057366,d,,DJ,Comuna Apele Vii,4553577,13729380
15057382,d,,DJ,Comuna Grecesti,5046750,13729380
15057404,f,,DJ,Comuna Amarastii de Jos,5001970,13729380
15057455,d,,DJ,Comuna Castranova,4554319,13729380
15057463,d,,DJ,Comuna Bradesti,13729380,4553747
15057471,d,,DJ,Comuna Seaca de Padure,4554106,13729380
15057480,d,,DJ,Comuna Murgasi,4553267,13729380
15057498,d,,DJ,Comuna Piscu Vechi,5002088,13729380
15057510,d,,DJ,Comuna Giubega,4553429,13729380
15057536,d,,DJ,Comuna Silistea Crucii,5001937,13729380
15057544,d,,DJ,Comuna Urzicuta,5046726,13729380
15057560,d,,DJ,Comuna Giurgita,5077595,13729380
15057579,i,,DJ,Comuna Valea Stanciului,4554017,13729380
15057587,d,,DJ,Comuna Bistret,4553895,13729380
15057617,d,,DJ,Comuna Caraula,4711421,13729380
15057633,d,,DJ,Comuna Ostroveni,4554254,13729380
15057765,d,,CL,Comuna Lupsanu,3796764,13729380
15070497,d,,DJ,Comuna Gighera,5001945,13729380
15075354,d,,DJ,Comuna Brabova,4554076,13729380
15075362,d,,DJ,Comuna Breasta,4554050,13729380
15089163,i,,DJ,Comuna Daneti,4553518,13729380
15089180,d,,DJ,Comuna Bulzesti,5001961,13729380
15092398,d,,DJ,Comuna Rast,5002134,13729380
15094178,i,,VL,Municipiul Ramnicu Valcea,13729380,2540813
15102319,d,,DJ,Comuna Cioroiasi,4554114,13729380
15115564,d,,DJ,Comuna Farcas,4553569,13729380
15115572,d,,DJ,Comuna Desa,5046696,13729380
15115580,d,,DJ,Comuna Motatei,4553305,13729380
15115599,d,,DJ,Comuna Perisor,5002010,13729380
15115602,d,,DJ,Comuna Virtop,4553526,13729380
15120307,d,,DJ,Comuna Predesti,4554041,13729380
15120315,d,,DJ,Comuna Galicea Mare,13729380,5046785
15123966,d,,DJ,Comuna Secu,5046734,13729380
15123974,d,,DJ,Comuna Leu,4553631,13729380
15128955,2,1,BN,Comuna Negrilesti
15132182,d,,DJ,Comuna Orodel,13729380,5002002
15138096,f,,B,Sectorul 5 al Municipiului Bucuresti,4433953,13729380
15141180,2,1,BV,Comuna Crizbav
15141199,d,,DJ,Comuna Ciupercenii Noi,5001880,13729380
15144098,d,,DJ,Comuna Robanesti,5002045,13729380
15151230,d,,DJ,Comuna Goiesti,13729380,4554203
15153770,d,,DJ,Comuna Terpezita,5002118,13729380
15153789,i,,DJ,Comuna Argetoaia,4554190,13729380
15170186,2,1,VL,Comuna Titesti
15226406,2,1,CT,Comuna Baraganu
15235749,f,,BH,Comuna Borod,4687250,13729380
15243873,d,,DJ,Comuna Izvoare,4553410,13729380
15277140,d,,IL,Orasul Tandarei,13729380,4364888
15295147,d,,IL,Municipiul Fetesti,4365077,13729380
15297903,2,1,BH,Comuna Tamaseu
15304644,2,1,BH,Comuna Paleu
15318810,x,,B,Sectorul 1 al Municipiului Bucuresti,4505359
15331312,v,,MM,Municipiul Baia Mare,3627315
15338175,1,,TL,Municipiul Tulcea,4321429
15348110,f,,BT,Municipiul Botosani,3372882,13729380
15378153,j,,B,Sectorul 3 al Municipiului Bucuresti,16335444
15399555,d,,MS,Comuna Zau de Campie,13729380,4375917
15418983,x,,SM,Municipiul Satu Mare,3897378
15534716,2,1,VN,Comuna Ploscuteni
15541160,2,1,VN,Comuna Paulesti
15541179,2,1,VN,Comuna Popesti
15552755,2,1,IL,Comuna Traian
15562570,7,1,PH,Orasul Mizil
15562708,2,1,SV,Comuna Horodnic de Sus
15578950,2,1,BV,Comuna Sambata de Sus
15579483,2,1,BH,Comuna Rosiori
15588368,2,1,SV,Comuna Serbauti
15606693,2,1,BN,Comuna Poiana Ilvei
15626402,2,1,AG,Comuna Raca
15646469,2,1,NT,Comuna Dochia
15648249,11,,AB,Orasul Cugir,5146873
15651082,2,1,DB,Comuna Vladeni
15651970,2,1,BH,Comuna Sanicolau Roman
15653830,2,1,MS,Comuna Chibed
15676370,2,1,BT,Comuna Dimacheni
15676389,2,1,BT,Comuna Lozna
15676397,2,1,BT,Comuna Cindesti
15676400,2,1,BT,Comuna Cosula
15707914,2,1,NT,Comuna Ruginoasa
15711982,2,1,TR,Comuna Nenciulesti
15729467,2,1,MM,Comuna Grosii Tiblesului
15733336,2,1,SV,Comuna Fantana Mare
15846807,i,,MM,Comuna Rozavlea,3627862,13729380
15877862,f,,MM,Municipiul Sighetu Marmatiei,3695174,13729380
15911360,2,1,AG,Comuna Vulturesti
15945231,2,1,NT,Comuna Ghindaoani
15955677,2,1,BR,Comuna Cazasu
15971184,2,1,SV,Comuna Cosna
15982094,a,,TL,Municipiul Tulcea,13729380
15984842,f,,NT,Orasul Roznov,2612901,13729380
15996227,2,1,TL,Comuna Vacareni
16029712,v,,AB,Municipiul Sebes,4331201
16031712,m,,B,Sectorul 5 al Municipiului Bucuresti,4221306
16031747,2,1,SV,Comuna Hantesti
16031763,2,1,SV,Comuna Capu Campului
16037847,d,,SV,Comuna Saru Dornei,4326884,13729380
16041520,d,,BT,Comuna Durnesti,3373420,13729380
16048420,2,1,GR,Comuna Malu
16051264,d,,SV,Comuna Todiresti,13729380,4326922
16054368,1,,B,Sectorul 1
16081591,d,,SV,Comuna Ilisesti,4326930,13729380
16081753,f,,MM,Comuna Petrova,3627684,13729380
16093790,d,,SV,Comuna Stulpicani,4326728,13729380
16093812,d,,SV,Comuna Rasca,4674781,13729380
16093820,d,,SV,Comuna Arbore,4326965,13729380
16132288,2,1,BH,Comuna Gepiu
16135764,d,,SV,Comuna Scheia,13729380,4327421
16146798,2,1,VS,Comuna Ibanesti
16171724,d,,HD,Municipiul Petrosani,4468943,13729380
16173067,d,,BR,Comuna Ulmu,4874712,13729380
16218223,f,,B,Sectorul 6 al Municipiului Bucuresti,4340730,13729380
16221458,d,,SV,Comuna Horodnic de Sus,13729380,15562708
16260082,2,1,CV,Comuna Mereni
16277408,1,,B,Sectorul 1 al Municipiului Bucuresti
16283140,f,,MS,Municipiul Targu Mures,13729380,4322823
16287088,2,1,NT,Comuna Valeni
16292084,d,,SV,Comuna Bilca,4327006,13729380
16300713,7,1,CL,Orasul Lehliu Gara
16309070,2,1,VS,Comuna Pogonesti
16312033,2,1,BZ,Comuna Unguriu
16318699,2,1,CV,Comuna Arcus
16332375,2,1,VN,Comuna Biliesti
16332383,2,1,VN,Comuna Obrejita
16335444,4,,B,Sectorul 5 al Municipiului Bucuresti
16341462,2,1,AR,Comuna Frumuseni
16341489,2,1,AR,Comuna Dorobanti
16343200,2,1,AR,Comuna Zadareni
16343285,2,1,SB,Comuna Boita
16346370,2,1,DJ,Comuna Carcea
16346508,2,1,PH,Comuna Vadu Sapat
16346516,2,1,PH,Comuna Cocorastii Colt
16350797,2,1,DJ,Comuna Rojiste
16350916,2,1,SM,Comuna Ciumesti
16350991,d,,VL,Comuna Alunu,13729380,2541363
16355433,2,1,CV,Comuna Bixad
16355441,2,1,CV,Comuna Dalnic
16355476,2,1,MS,Comuna Sarateni
16356722,2,1,VL,Comuna Mitrofani
16359583,2,1,MH,Comuna Vrata
16360499,2,1,BC,Comuna Sarata
16360642,2,1,TM,Comuna Parta
16363398,2,1,TL,Comuna Bestepe
16363452,2,1,SM,Comuna Agris
16363479,d,,SV,Comuna Vatra Moldovitei,4326680,13729380
16363517,2,1,HR,Comuna Santimbru
16363525,2,1,HR,Comuna Leliceni
16366130,2,1,NT,Comuna Gadinti
16366149,2,1,NT,Comuna Draganesti
16366807,2,1,SV,Comuna Voitinel
16367608,2,1,MM,Comuna Gardani
16367667,2,1,HR,Comuna Ciceu
16367675,2,1,HR,Comuna Porumbeni
16367837,2,1,TR,Comuna Dracea
16368328,2,1,VS,Comuna Dodesti
16368336,2,1,VS,Comuna Fruntiseni
16368344,2,1,VS,Comuna Ciocani
16371374,2,1,GL,Comuna Poiana
16371390,2,1,IL,Comuna Ograda
16371412,2,1,IL,Comuna Rosiori
16371471,2,1,PH,Comuna Olari
16373057,2,1,HR,Comuna Racu
16373340,2,1,VN,Comuna Gologanu
16376312,2,1,IL,Comuna Boranesti
16379238,2,1,VL,Comuna Diculesti
16380445,2,1,DJ,Comuna Intorsura
16380666,2,1,TR,Comuna Uda Clocociov
16380674,2,1,TR,Comuna Beciu
16380682,2,1,TR,Comuna Beuca
16380690,2,1,TR,Comuna Fantanele
16380704,2,1,TR,Comuna Purani
16380712,2,1,TR,Comuna Frasinet
16380763,2,1,VN,Comuna Rastoaca
16380780,2,1,VS,Comuna Rafaila
16384617,2,1,IL,Comuna Maia
16384625,2,1,IS,Comuna Valea Lupului
16384641,2,1,MM,Comuna Coas
16384650,2,1,MM,Comuna Coltau
16384773,2,1,CT,Comuna Saligny
16388171,2,1,DJ,Comuna Ghidici
16388180,2,1,SV,Comuna Burla
16388210,2,1,TR,Comuna Saelele
16391770,2,1,SV,Comuna Balaceana
16391789,2,1,SV,Comuna Ciprian Porumbescu
16393437,2,1,OT,Comuna Ghimpeteni
16396425,2,1,VS,Comuna Pochidia
16397889,2,1,DJ,Comuna Plesoi
16397900,2,1,DJ,Comuna Cotofenii din Fata
16397919,2,1,DJ,Comuna Galiciuica
16397927,2,1,DJ,Comuna Carna
16397960,2,1,AB,Comuna Cut
16399502,d,,CV,Comuna Dalnic,13729380,16355441
16399529,2,1,BV,Comuna Holbav
16402004,2,1,SV,Comuna Hartop
16402632,2,1,MS,Comuna Bereni
16403360,2,1,IS,Comuna Costesti
16404161,2,1,VL,Comuna Lacusteni
16404196,2,1,VS,Comuna Puscasi
16404200,2,1,NT,Comuna Pancesti
16404978,d,,DJ,Comuna Intorsura,16380445,13729380
16404994,2,1,DJ,Comuna Ghindeni
16405078,2,1,MM,Comuna Oncesti
16406308,2,1,BT,Comuna Blandesti
16407109,2,1,GR,Comuna Sabareni
16407117,2,1,GR,Comuna Cosoba
16407184,2,1,IS,Comuna Fantanele
16408686,2,1,MH,Comuna Branistea
16410414,2,1,MS,Comuna Corunca
16410627,2,1,IS,Comuna Bals
16410805,2,1,CV,Comuna Micfalau
16410813,d,,CV,Comuna Mereni,16260082,13729380
16414572,2,1,AG,Comuna Bughea de Sus
16414777,2,1,TM,Comuna Birda
16414785,2,1,TM,Comuna Padureni
16414840,d,,DJ,Comuna Cosoveni,13729380,4553534
16414858,d,,DJ,Comuna Ghidici,16388171,13729380
16414866,d,,DJ,Comuna Catane,13729380,16414874
16414874,2,1,DJ,Comuna Catane
16419200,d,,HR,Comuna Leliceni,16363525,13729380
16419227,d,,HR,Comuna Racu,16373057,13729380
16423570,2,1,DJ,Comuna Dobrotesti
16432269,2,1,CT,Comuna Cuza Voda
16434057,d,,CV,Comuna Bixad,16355433,13729380
16436600,2,1,BV,Comuna Dragus
16445706,2,1,MS,Comuna Madaras
16448702,d,,DJ,Comuna Carna,16397927,13729380
16449937,2,1,IS,Comuna Draguseni
16449961,d,,DJ,Comuna Cotofenii din Fata,16397900,13729380
16449996,d,,DJ,Comuna Galiciuica,16397919,13729380
